id,transliteration,translation
405,X_2 ma-na.TA da-tum 2 ik-šu-ud i~-tù X_1 X_1 X_0 da-at-kà 4 âp-lu-ni 2/3 X_3 6⅔ GÍN 5 KÙ.BABBAR ša 6 sce-sa-tim ta-lá-qé,"Y_2 datum amounted to 12 minas Y_1 Y_1 Y_0 minas (of silver), your Y_3 have been paid, you can take 2/3 mina 6⅔ shekels of silver, the share in the profit"
406,X_1 27 X_2 2 da-tum ša X_3 ik-su-du-ni-a-tù-ni 4 4⅔ X_0 KÙ.BABBAR 5 A qâ-sû 6 na-di 22 ma-na 7 a-na-ku da-a-si 8 ás-qûl,"Y_1 the Y_2 minas, the datum Y_3 we incurred, A Y_0 ""deposited"" 4 2/3 minas of silver as his ""share"". I myself paid his datum amounting to 22 minas"
407,puzram šabâtum,to go into hiding
408,puzram šabâtum,to disappear
409,puzram ahâzum,to go into hiding
410,puzram ahâzum,to disappear
412,X_0 nu-wa-im,Y_0 the native
415,i-na šA pá-zu-ur-tim,from those being smuggled goods
417,TUG-ti šA 2 TUG dam-qi-tim X_0 pá-zu-ur-tim li-ru-bu-ni-ma,"my textiles, thereof two of Y_0 quality should enter ina p. and then"
418,TUG.HI.A šA A X_0 mi-ma TUG.xI.A i-na pá-zu-ur-tim e-zi-ib,"as for the Y_0 of A, if he has left any textiles ina p."
419,pá-zi-ir-tum ki i-lá-ak,the secret (caravan) does not depart
420,X_0 mat-aş-ar-tim i-ba-aš-ú-ni,Y_0 are in the safe
423,a-na iâ-zu-ur-tim,for smuggling
431,X_0 X_0 ki-ma,Y_0 Y_0 ki-ma
437,pi-ba-ti SIG5-tim,textiles of good quality
439,a-şé-er lu-qi-ti-a X_0 Ti-mi-il6-ki-a,let them Y_0 on to Timilkia to reach my merchandise
440,su-ma ha-ya-an sû-qinnim,if the 'narrow track' is safe
441,SIG5 ma-id û-sé-ti-qá-ni,"of good quality, as much as he had brought across"
442,su-ma ha-ya-an sû-qinnim,If however the 'narrow track' is not appropriate
443,lu-qû-ti sa Ti-mi-i15-ki-a,my merchandise which is in Timilkia
444,AN.NA X_0 ha-ya-an sí-qí-nim,let Y_0 bring in the tin to me here either by way of the 'narrow track'
445,su-ma ha-ra-an sû-qí-nim lu há-zu-ur-tum,If either the 'narrow track' or smuggling is appropriate
446,AN.NA-ki lu-sé-ri-bu-nim,in order that they may bring my tin in
447,a-di zıa-ya-an si-qi-nim sa tat-pu-ra-ni-ma,"as for the ""narrow track"" about which you wrote"
448,ki-ma sa-ld-am KÙ.BABBAR-i-a,Try your best to save every possible shekel of my silver
449,sa-ld-mi-im ha-ya-an sû-qi-nim i-pá-té-ma a-ma-lâ té-ey-ti-kà né-fid-âs,"to save the ""headšadduātum tax"", when the ""narrow track"" opens, we will act according to your instruction"
450,to-ma a-bi En-na-num eıa-ra-an sû-qi-nim e-ta-ar-ba-am spa-du-a-tdm spa kà-ri-im Kà-ni-is X_0 tic-sa-da ıi i-Kà-ni-is us-ta-zi-zu-ni,"should my boss Ennänum arrive here by way of the Y_0 track"", then I cannot make (him) deposit the tax of the kârum Kani, but they have made me responsible in Kani"
451,X_2 lu-qic-tim sa tıa-[ra-an] sû-qi-nim li-bi Id-ri-id a-ma-kam lu ma-ma-an a-tti-um is-ti-su-nu i-li-ik sa-il6-ma is-ti Pd-ni-im-ma X_1 té-er-ta-kà li-l[i-kam] u a-na-ku X_0 Dur4-lıu-mi-id d§-ta-pd-ar,"Y_2 am worried about the merchandise shipped along the ""narrow track"". Make inquiries over there whether Y_1 else has departed together Y_0 them, and let your report reach me with the first messenger leaving. Moreover I myself have just written to Durhumid"
452,mi-li-ik a-ta-a,Read the letter of your colleague
453,a-ma-kam wa-dš-ba-ti-ma,carefully and then take a decision about your merchandise
454,a-na-ku mi-li-ik lu-qû-tim a-ma-li-ik,"Should I, while you yourself are living over there, take a decision about the merchandise"
455,2 GÛ 16 1/2 ma-na AN.NA X_0,2 talents 2612 minas of sealed Y_0
456,60 TÚG.HI SIG5,60 textiles of good quality
457,ha-ra-an sú-qi-nim X_0 ni-ša-hu-ut,the narrow Y_0 is not dangerous
458,mi-su X_0 to-da-ß [u-ra-ni],Read Y_0 letter of your colleague
460,mi-i§-kà-ni a-bi X_0,"My father, Y_0 lord you are"
461,bé-li a-ta mi-§u-um,my lord you are
463,a-na-ku ba-him té-er-ti-kà,I am your obedient servant
464,e-ta-lu-tdm e-pd-ds-ma,Would I act on my own authority
465,X_0 X_0 me-at,Y_0 Y_0 238
466,ha-ya-an sû-qi-nim,"left via the ""narrow track"""
468,ha-ra-an sûqi-nim,narrow track
470,ha-ra-an si-qi-ni-ma,narrow track
471,si-mu-um a-na AN.NA it URUDU SIG5 id-šu-ma it AN.NA ma-sû-lilt-ma X_0 ITU.I.KAM-im it ITU.2.KAM X_1 um-me-a-nim ke-nim û-sé-er,"there is no market for tin and copper of good Y_0 and moreover the Y_1 is of inferior quality, so that I had to leave it to the hands of a trustworthy commissioner, with a credit term of a few months"
472,a-na TVG si-mu-um id i-ba-a-u,there is no market for textiles
473,a-na si-mi-im GUSKIN i-za-az,gold is available as a means of payment or can be acquired through purchase
474,a-na URUDU SIG5 si-mu id ma-alt-pi-ni,the market for copper of good quality is not down
476,TIG-ti id i-su,textiles cannot be obtained
477,TIG-ti X_0 si-mi-im ld-šu,textiles Y_0 not for sale
478,šī-mu-um i-na šna-hi-ri-im lâ-šu,there is nothing to trade on the market
479,šī-mu-um X_0 ma-ad,there Y_0 plenty of trade on the market
480,sī-mu i-ba-si,it is possible to make (good) purchases
482,a-na-kam si-im AN.NA i-ba-ti,there is a market for tin here
483,si-im pi-ri-kà-ni a-na-ham ba-at-qii ma-Iıi-ir Kà-ni-is id ma-şi,trade in pirikannükutānum textiles is slack here: the market of Kaniš is not sufficiently supplied
484,X_0 šī-mu-um sa a-ki-di-e id-ap-tù-ni lâ ıi-šé-ba-id-kum,"Y_0 the trade in Akkadian textiles has been affected, not sent you (any of them)"
485,û šī-mu-um sa a-ki-di-e šu-ma i-ta-d§-ra-am sa KÙ.BABBAR ı X_0 a-sa-a-am,"and if the trade in Akkadian textiles has again Y_0 normal, I will buy (them) for a value of 1 mina of silver"
486,AN.NA TÜG.HI.A X_0 DAM.GÀR ke-nim sa ki qâ-qi-di-ku-nu a-u4-me qû-ur-bu-tim X_1 šu-ma a-u4-me qû-ur-bu-tim id i-ba-ši ki-ma i-qi pu-ní AN.NA û TÜG.HI-ti-a a-na DAM.GÀR X_3 sa ki-ma qâ-qi-dî-ku-nu di-na DAM.GÀR-ku-nu X_2 ke-ens ITU.I.KAM is-ti-in ša Sâ-i-na lá tù-šé-qá-ra KÛ ma-lá i-na šé-er DAM.GÀR ta-na-di-a-ni û u4-me i-na DUB-i-ku-nu lu-uš-ta-nim,"entrust tin Y_0 textiles to a commissioner whom you can Y_1 like yourselves, on a short-term credit. If a short-term credit is impossible, give Y_3 tin and textiles on whatever Y_2 they can be entrusted to a trustworthy commissioner, (safe) like yourselves. Your commissioner should be absolutely safe! Don't attach too much value to one or two months (longer credit). Write to me in your letter how much silver you impose on the commissioner and the credit term agreed upon"
487,ša 45 ma-na KÙ.BABBAR AN.NA X_0 ba-ri-ni ša-a-ma KÙ.BABBAR-dá-ká li-bi4-i-i,buy tin for a value Y_0 45 minas of silver for our common funds; let your silver
488,X_0 KÙ.BABBAR-dá-ká a-na si-a-ma-tim tá-šé-ba-lam la-ma KÙ.BABBAR-dá-ká e-ru-ba-ni DUB-á-ká li-ti-qá-ma sí-ma-am X_1 tu-sa-á-ra-ni i-ra-mi-ni-a lá-á-ša-ma lu-é-bi-la-kum KÙ.BABBAR ITU.I.KAM i-ti-in ù si-na li-bi-lá-ni,"Y_0 you are sending me your silver for making purchases, before Y_1 silver arrives here, a letter from you should proceed hither, then I will make the purchases you write me from my own funds and send them to you. Let my silver for one or two months"
489,ld ù su-ma KÙ.BABBAR X_0,What! The silver I Y_0 you here
490,ld i-su-ma X_0 X_0 ra-mi-ni-kà ta-cif-ta-q l-ma ITU.KAM if-ti-in ù si-na i-ta-ab-e-el-kà,"you have Y_0 Y_0 Moreover, if there was indeed no silver over there, you could have paid (it) out of your own funds, and your silver could have for one or two months!"
491,"su-ma KÙ.BABBAR i-na lu-qi-tim ld-Su a-hu-a-a X_0 [KÙ.BABBAR] X_1 ra-ma-na-ti-[ku-n]u [<gap> ma]-na [ku-un-k]à-ma [i ß]d-ni-e-m[a sé-bi4-ld-n]im ITU.I.KAM 2i ITU.2.KAM li-bi4415-ku-nu-ma gig,-im-l[a-nı]","if there is no silver from Y_0 (sale Y_1 merchandise, please, send out of your own funds x minas of silver under seal towards me ; let it <gap>. for one or two months ; do me this favour!"
492,dA-fur li-tù-ul 11/2 ma-na 21 a-fu-mi-ka ds-qû-ul-ma 22 5 ITU.KAM X_0 i-bi4-i-i15,"Assur is my witness, I paid 1 1y2 mina of Y_0 on your behalf, and truly for 5 months it <gap>"
493,û X_0 a-wi-li-im 7' ha-al pi-im la-ds ßu-ra-kum 8' um-ma a-na-ku-ma a-far lu-q4-ut-kà 6' a-di-nu KÙ.BABBAR-dß-kà ha-1d-aq 10' A-fur û dNIN.§ UBUR i-li 11' a-bi4-a a-wa-tdm a-ni-tdm 12' e i-di-na um-ma a-na-ku-ma 13' KÙ.BABBAR ßi ITU.KAM si-na 14' ii sa-la-sa-at li-bi4-i15,"I Y_0 (should?) have written to you like a scoundrel in these words: ""Where I sold your merchandise, your silver is lost"". Assur and Ilabrät, the gods of my father, forbid! (Instead) I wrote : ""let my silver for two or three months""."
494,"a-şé-er KÙ.BABBAR 30 ma-na 33 sa A-sùr-DÙG X_0 si-im TIrG.1-,II.A 34 sa sé-e0 A-fùr--ma-lik 36 Ii a-ta KÙ.BABBAR IO ma-na ra-di-ma 36 KÙ.BABBAR-dß-kà I ITU.KAM 2ı fi-na 37 li-bi4-i15",You too add to the 3o minas Y_0 silver of A§§ur-ß.äb and the proceeds of the textiles transported by Assur-mälik some io minas of silver ; let your silver <gap>. for one or two months
497,§u-ma ld-ma u4-mi-ku X_0 i-to-ya-iş,if he completes Y_0 journey within the term set for him
498,lu-q2ı-tâm sa GN ki-ma na-âk-û-ni i-sa-he-er,"as soon as one brings this merchandise from GN, it will be deducted"
500,i-qd-ta-ti-ku-nu i-şa-he-er,will be deducted from your shares (accounts)
501,X_0 ki-ip-kà-tim ka D i-qd-tim ka A B ù C i-sa-he-ey,"Y_0 will be deducted from D's dividends on the accounts (from the shares?) of A, B and C"
502,ka i-na-pu-lu-ni-ku-ni iş-hi-ir-ma,minus the shekels of silver which they
504,ma-ti-ma û-lâ ta-cisK-ku-na-ma,you have never 'put down' (anything)
505,ûlâ ni-i-ba-at-ma,we did never seize even 1 shekel of silver of yours
507,ûlâ iğ-ku-nu,they did not 'put down'
508,u-ld g-ku-nu,they did not 'put down'
516,X_0 X_1 tit-um ga-ma-li-im a-na X_3 AN.NA-ki-a 2ı TOG.HI.A KÙ.BABBAR I GfN 16 id tù-§é-qâ-ra-am,"Y_0 Y_1 it is time Y_3 do (me) a favour, you should not lower the price of my tin and textiles for me by even one single shekel"
517,1/2 GfN . TA 1 X_0 . TA,half a shekel (of silver) Y_0 mina (of copper)
518,URUDU ta-dci-nam,copper which is not even worth
519,X_0 X_0 . TA ù 1 GfN . TA,Y_0 Y_0 rate of exchange of 60 : 1
520,X_0 ITU . KAM-im,Y_0 a credit term of one or two months
521,KÙ . BABBAR 1 GfN . TA ù X_0 X_1 . TA URUDU,1 shekel of silver for each mina of Y_0
522,X_0 X_0 URUDU X_1 1/2 X_2 . TA,Y_0 Y_0 of Y_1 at Y_2 rate of exchange of half a mina (of copper for) each (shekel of silver)
523,1/2 X_0 KÙ . BABBAR ù 1 GfN . TA,half Y_0 mina of silver and (at) a rate of exchange of one shekel each (60 : 1 ?)
524,Si-ma-am sa i-na sa-na-im,silver concerning
525,ma-na . TA wa-at-ru,mina exceeded
526,a-ma-id u4-me-a,I have seen days
527,3-Sa-ii i-tû-uy-ma URUDU,threefold copper
528,bu-tû-qd-e lu a-mu-ur,could I have suffered a loss
529,amütum Sa istu I GIN û 2 GIN û 3 GIN,"amütum in quantities of 1, 2, and 3 shekels and upwards"
530,is-tù 1/2 GIN % GIN,from 1/2 or 2/3 shekel
531,is-tù 2/3 GIN,from 2/3 shekel
532,X_0 GIN KÙ.BABBAR A 23 û-sa pil-kà,Y_0 robbed you of 4 shekels of silver by lowering the price
533,KÙ.BABBAR I ma-na 11 nu-sa-i-lâ-am,we bargained a price of I mina less
534,a-na KÙ.BABBAR 19 20 ma-na X_0 e-li-is 20 a-tù-ul,I expected 20 minas of Y_0 or more (or: at least 20 minas of silver)
535,a-na 6 10 ma-na X_0 e-li-sis 7 i-ha-ra-nim im-ta-ah-sa-ni,he injured me (or Y_0 abl. ?) for 10 minas and more during the journey
536,is-tù KÙ.BABBAR I GU û e-li-sis 26 sa-ba-at,collect (seize) at least 1 talent of silver
537,ti-ib-nam û e-lis 39 sa KÙ.BABBAR 1/3 X_0 e-li-is sa-ma-nim,buy straw and (fire)wood for 1/3 mina Y_0 silver or more
539,GÛ AN.NA,talents of tin
540,mas-ki X_1 pi-ri-kâ-ni 5 X_0 sa A-sùr--SIPA 6 sa i-na qd-ra-bi-tim 7 e-zi-bu na-ru-qam 8 X_2 mas-ki is-té-ni-is 9 li-i15-wi-i -su-nu-ma 10 a-na a-li-ki-im 11 pd-ni-im-ma 12 pi-qi-id-ma lu-ub-lu-nim,"the Y_1 (fleeces?) and Y_0 textiles with the seal of A. which I left behind Y_2 the interior of the house—let them wrap the bag (with textiles) and the hides together, entrust (them) to the first traveller (caravan?) that leaves, so that they may bring them to me"
541,30 TvG i-li-wi-tim al-wi,I used 30 textiles for wrapping up (the rest of the merchandise)
542,u-qû-ul-ma X_0,I Y_0 will pay you back
543,i-na lu-gtiı-tim,From the merchandise
544,e-pu-us-ma ht-uq-li,He acted high-handedly and broke open my uglum
545,"ip-lù-ur-ma AN . NA-ki il,-qi",and took my tin
546,apu-ùh a-wi-lim sa-ri-im,Like a criminal
547,i7 X_0 AN . NA i-mu-ta-tim ku-nu-ki-ni le-qé,take Y_0 minas of tin from the half-pack with our seals
550,wa-du i-ş[é-ey],has been verified
552,GIN . TA,shekels each
554,wâbil tupim sût tamkârum,the owner of (lit.: anyone bearing) the deed is the creditor
555,aşşér našpirâtim,in addition to the documents
556,aşşér téşubi paniütim,in addition to the previous gratuities
557,a-ma-kam si-ma-am sa a-lim sa mi-sal KÙ.BABBAR JI-ni TÛG X_0 qa-ab-li-tu-tim tu sa mi-sal KÙ.BABBAR AN.NA si-ma-am wa-as-ma-am sa ba-lâ-ti-su sa-ma-ninim,"buy over there, as purchases in the City, for Y_0 of our silver kutanukutānum textiles of medium quality and for half of the silver tin—a fair purchase which allows him a profit"
558,sa mi-is-lim AN.NA sa mi-is-lim TÛG.HI.A SIG5-tim ù tar-di-if-tim li-is-u-mu-ma,"let them buy for half (of the silver and gold, mentioned in l.6f.) tin and for half of it textiles of the best and second quality"
559,si-ti KÙ.BABBAR-kà X_0 té-ey-ti-kà mi-is-lam AN.NA mi-is-lam TÎG.HI.A ni-is-<a>-ma A i-ra-di-a-kum,"as for Y_0 rest of your silver, according to your instruction we bought for half of it tin and for half of it textiles, which A is bringing to you"
562,sa li-tab-§i-a,to dress myself
564,X_0 A-kur i-di na-dá-a-ki-im,Y_0 is bringing you under my seal.
565,šu-ba-tâm qá-at-na-am,"The fine textile,"
566,1/2 X_0 KÙ.BABBAR lu-šu-bi-li-ki-im,and Y_0 will send you 1/2 mina of silver (apiece).
568,i-sé-er X_0 šû-ba-tim sa tù-sé-bi-li-ni,"Compared Y_0 the previous textile, which you sent me,"
569,a-dá-tám I ma-na.TA ra-di-i-ma X_0 qá-at-nu,"process I mina of Y_0 extra (in) each (piece), but keep them thin!"
570,su-ma sa-ar-tám i-to-âs-û X_0 ku-ta-nim,"If it is Y_0 hairy, one should shear (it) like a kutânum."
571,su-ma šû-ba-ti qá-at-nu-tim la ta-kà-sú-di a-sa-me-ma X_0 a-si-mi-im,"If you don't manage to make Y_0 textiles, as I hear there are plenty for sale over there."
572,ma-du sa-mi-ma é-bi-li-im ga-am-ra-am,Buy (them) for me and send (them) to me.
574,a-ai a-ta TÜG . xi . A,please convert the textiles into silver
575,Kù . BABBAR to-ir-ma,convert into silver
576,KÙ . BABBAR ku-nu-uk-ma sé-bi4-lam,send me that silver under your seal
578,i-na X_0,at Y_0 time of
582,it-la ub-lá-am,he has not yet brought
583,i-nu-mi ki-sà-am,when you send me the purse
585,SIG.HI.A šu-uk-nam,some wool
586,X_0 a-lim,Y_0 the City
588,KÙ.BABBAR I X_0,1 mina Y_0 silver
591,TÙG sa A-šur ma-lik,the textile(s) which Ashur-mâlik
592,i-na X_0 X_0,brought Y_0
593,mi-in X_0 tù-sé-ba-lam,could Y_0 you send the silver
594,ld û-šg-bi-ld-ku-ni li-ba-kà,your heart should not be angry
595,kà-ab-tù-tim a-na na-ar-kà-ab-tim e-ta ßà-ds if,for (placing) on the wagon
596,X_0 ni-ii bi-tim û a-na pi-ùh-ri-im,Y_0 the members of the household and the children
597,3 TIG kam-sû-tim SIG5 7 TIG X_1 X_1 sU.NIGIN2 ID TUG X_0 a-ši-ti-kà,"7 kamsukutānum textiles of good quality, Y_1 Y_1 textiles, in all Y_0 textiles of your wife"
598,X_0 Ku-lu-ma-a ma-ah-ri-a ta-dß-qi-id-ma na-czs-a-kum,"Y_0 she entrusted to Kulumâ in my presence, and which he is bringing you"
599,ri-ik-sà-am ša hu-sci-ri X_0 a-f si-ti-kà,One bundle of Y_0 from your wife
600,ma-na s GIN KÙ.BABBAR,mina 5 shekels of silver
601,šI-bu-Id-tim ki-a-ma tù-us-té-né-ba-lam,you indeed send me every time consignments (of silver)
602,i-hi-id-ma X_1 [TÜ]G şi-ba-ti-a KÙ.BABBAR X_0 [sa] i-qd-ti-kà-ma i-ba-§i-tiı sé-bi4-lam,take Y_1 care to send Y_0 in exchange for my textiles silver from what you happen to have at hand
603,a-na A-sur-Id-ma-sI qi-bi-ma X_1 Istar-Id-ma-si-ma sI-ba-telm E-na-Sit-in na-dis-a-kum 12 GIN KÙ.BABBAR u-A-nim DUMU Ha-nu X_2 X_2 GIN KÙ.BABBAR E-na-Si-in ub-lam u 5 GIN X_3 fi-ut-ma ub-lam i-na KÙ.BABBAR sa DUMU Ha-nu ub-ld-ni 1 a-ba-ar-ni-um 2 gal-at-nu-tum 4 sa qd-tim e-fiu-us-ma X_0 Df-tim na-ad-û,"Speak unto Assur-lamassi, Y_1 Istar-lamassi: ""Enna-Suen is bringing you one textile; Sû-Anim son of Y_2 Y_2 me 12 shekels of silver; Enna-Suen brought Y_3 12 shekels of silver and the same man moreover separately another 5 shekels. With the silver Y_0 the son of Hanu brought me, I made 1 Abarnian textile, 2 fine textiles and 4 normal textiles, and they are de-"
604,TÙG ku-ta-ni pi-ri-kà-nim,kutânû made from pirikannum
606,e-pâ-tdm X_0 10 li-tab-si-a ia-ma-ma-am,buy Y_0 me an é pattum to dress me in
607,r me-at TtTG.A i-na i2 Ha-hi-im dam-0-ti[m],200 textiles in Hahhum of good quality
608,i-lâ-qi-û A it B tù-ru-ud-ma li-li-ku-nim,"send A and B, and let them come here"
609,sa-cep-tdm lı qd-ti lu-ub-lu-nim-ma i-hu-uy-§i-im,take my share of wool along; then lock it up in the store
610,§u-ma i-Kà-ni-is i-là-qi-û qd-ti li-qi-ma ku-nu-uk-si-ma i5 li-bi4 si,"If one is `taking' (it) in Kani§, `take' my share (there), put it under seal and let it remain in store"
611,su-ma É kà-ri-im KÙ . BABBAR si-im sa-â~-tim is-to-pu-ku KÙ . BABBAR §u-qi-ul,"if one can deposit silver in the bit kdrim, as (advance) payment for the purchase of wool, then pay silver"
612,X_2 GÛ.ro ma-na URUDU X_1 X_0 .. a-di-in-ma 7 URUDU SIG5 ub-la-kum mas-ki 8 wa-di-ii-tim su-ut-ma i-di-in,"Y_2 gave to . Y_1 Y_0 'o minas of copper, and he brought you copper of good quality (refined copper) ; he, moreover, gave (sold?) fleeces"
614,X_0 si-im SfG . IxI . A 23 pd-ni-tim sa se-eß S. 24 40 X_1 URUDU SIG5 i.§'-ti 25 DAM . GAR I-di--Istar il5-qi,"Y_0 the proceeds of the previous lot of wool, transported by ., Idi-Istar collected Y_1 the tamkārum 40 minas of copper of good quality (refined copper)"
615,a-na URUDU sa ßd-si-ri ld i-pd-ri-id SIG! . HI . A sà-am-tum 2 i-ba-si-ma X_0 Ti-is-mur-na [i i-na Dur]-hu-mi-id,"let him not be worried about the copper of the retail merchants ; if Y_0 wool is available, either in Tismurna or [in Dur]humid"
617,mi-šu-um 3 ta-ad-mi-qâ-ti-a a-na šé-bu-lâ-tim 4 tù-us-té-né-ba-lam,why are you constantly sending my interest-free loans (away) as consignments?
618,5 GfN Kù.BABBAR sé-bu-lâ-ti-im 17 us-té-bi4-1d-ki-na-ti,I had sent you (fem.plur.) 5 shekels of silver as consignments
623,eb f ßisû saßâtim,"(rough) woollen tissues, blankets"
625,a-şé-er AN.NA qâ-ti-su,To add to (on top of) his 'loose tin'
626,I TIG bu-ra-am a-si-mi-im i-ha-ra-nim,he sold one burâ'um-textile en route
627,i-di-in 6 X_0 AN.NA si-im-su,six minas Y_0 tin was its price
628,I X_0 KÙ.BABBAR a pâ-ni-su û-sé-bi4-il5,I Y_0 of silver I sent to meet him
629,6 X_0 AN.NA i-Za-al pâ a-di-sum,six Y_0 of tin in Zalpa I gave to him
630,20 X_0 ni-gá-li a-na Za-al pât û-sé-bi4il5-sum,20 Y_0 of (copper) sickles to Zalpa I sent to him
631,6 1/2 ma-na X_0 X_0 AN.NA-ak qá-tim sa A i-ri-ha-am,6 1/2 minas Y_0 Y_0 over from the loose tin of A
632,ma-ld i-kà-ku-du-ku-ni-ni 12 lu-şa-lıe-er-ma lei-tam li-di-na-kum,"I gave him 10 shekels of silver as ""pocket-money""; let him deduct (from it) all the datum which he incurs, and give you the rest"
633,a-na En-num--be-lûm qi-bi-ma um-ma U-stii-ur--ka--A -kur-ma 24 TeG 5u-ru-tim 2 T[JG ku-ta-nu I ANSE sâ-la-mu-um X_3 ma-na AN . NA qd-tim X_2 X_1 aqıu-kà i p-qi-dam ik-tù a-lim1' a-di Pu-hi-tdr X_0 ma-na . TA da-tum ik'-u'-dam r0 GIN . TA qd-qd-da-tim r5 GIN KÙ . BABBAR a-na pd-ni-a ké-bi-lam a-na lâ a-wi-lim ta-dk-ku-ni-ma AN . NA e-ru-am tù-a-ak-ni-ile-ma té-zi-ba-am,"Unto Ennum-Bélum speak: Thus Usur-ga-Ashur: 24 §urumkutānum textiles, 2 kutdnumkutānum textiles, one black donkey, 4 Y_3 of ""loose tin"" your brother Y_2 Y_1 me in the City. From the City Y_0 Puhitar the datum amounted to 3 minas each (talent aw2tum); 10 shekels each (person) the ""headšadduātum tax"". Send 15 shekels of silver to meet me. You have made me lose my prestige, by leaving behind for me tin and copper in sealed condition"
634,SU.NIGIN2 28⅔ X_4 8 GÍN 16 KÙ.BABBAR na-ad-na-tù-nu X_1 ma-na.TA 17 da-tum ik-šu-ud-ma X_0 X_0 12 GÍN 18 KÙ.BABBAR to-na pá-lá 19 mi-is-lâ X_3 KÙ.BABBAR pû-ku-nu a-lâ-qu,"in all Y_4 have ""deposited"" 28 2/3 minas Y_1 shekels of silver; the Y_0 Y_0 amounted to 15 minas each, so that you Y_3 have to make a balance payment of 1 mina 12 shekels of silver. I will take half of it from the silver of both of you"
635,28⅔ ma-na 8 GÍN KÙ.BABBAR É X_0 al pu-ut,I booked (subscribed for?) 28 2/3 Y_0 8 shekels in the bït karim
636,12 ma-na.TA da-tum 2 ik-šu-ud iš-tù X_1 X_1 X_1 da-at-kà X_0 âp-lu-ni 2/3 ma-na 6½ GÍN 5 KÙ.BABBAR ša 6 sca-sa-tim ta-lá-qé,"the datum amounted to 12 minas Y_1 Y_1 Y_1 minas Y_0 silver), your datum, have been paid, you can take 2/3 mina 6½ shekels of silver, the share in the profit"
637,i-na 27 X_2 X_2 da-tum X_3 3 ik-su-du-ni-a-tù-ni 4 4⅔ X_0 KÙ.BABBAR 5 A qâ-sû 6 na-di 22 ma-na 7 a-na-ku da-a-si 8 ás-qúl,"of the Y_2 Y_2 the Y_3 which we incurred, A Y_0 ""deposited"" 4⅔ minas of silver as his ""share"". I myself paid his datum amounting to 22 minas"
639,§a AN . NA û-5d-zi-ra-ni,who had smuggled tin for me
640,i-na §a pá-zu-ur-tim,From those being smuggled goods
641,a-na C X_0,left behind Y_0 C
642,TtJG-ti sA X_0 TtJG 26 dam-qi-tim i-na pá-zu-ur-tim li-ru-bu-ni-ma,"my textiles, Y_0 two of good quality should enter ina p."
643,TIJG . IJI . A ğa A §u-ina mi-ma TIJG . xI . A X_0 pá-zu-ur-tim e-zi-ib,"as for the textiles of A, if he has left any textiles ina p."
648,a-şé-er lu-qi-ti-a a-na Ti-mi-il-ki-a,let them travel on to Timilkia to reach my merchandise
649,id na-tù AN.NA a-na Hu-ra-ma,they should ship the tin to Hurrama
650,lu-qû-ti sa Ti-mi-i-ki-a,my merchandise which is in Timilkia
651,su-ma X_0 sû-qi-nim lu fid-zu-ur-tum,"If Y_0 the ""narrow track"" or smuggling is appropriate"
652,AN.NA-ki lu-sé-ri-bu-nim,they may bring my tin in
653,a-di zıa-ya-an si-qi-nim,"as for the ""narrow track"""
655,ha-ya-an sû-qi-nim,"when the ""narrow track"" opens"
656,a-na lu-qic-tim sa tıa-[ra-an] sû-qi-nim,"the merchandise shipped along the ""narrow track"""
657,mi-li-ik a-ta-a,Read the letter of your colleague carefully
658,X_0 wa-dà-ba-ti-ma,Y_0 then take a decision about your merchandise
659,a-na-ku mi-li-ik lu-qû-tim,Should I take a decision about the merchandise
